specie,variable,variation,converge,iterations,gradient,init_value,final_value,init_point,final_point
TS,R HO,25,False,2,0.0e+00,64.38627482913243,115.302739153,"[0.726975, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9697777901431619, 0.9349405586827605, 0.8691037105610311, 104.9461939990787, 1436.7331754258048, 76.11189977197108]"
TS,R HO,20,False,50,5.2e+00,36.6295748184637,-3.301728438540109,"[0.77544, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9662829582933369, 0.9668777963155867, 2.306237729279792, 104.55077070718978, 70.05099933121669, 86.56704961368843]"
TS,R HO,15,False,4,0.0e+00,18.832241829159063,115.302739153,"[0.823905, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9639982286009842, 0.9526379942134081, 1.9908602546757426, 103.72515565929731, -367.81042230968086, 79.75226528773119]"
TS,R HO,10,True,27,7.6e-06,8.297796687755369,-0.9916582853190029,"[0.8723700000000001, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.960867804538329, 0.961016767991129, 2.270784568791431, 104.26553183771198, 139.80299903703096, 116.00358763743186]"
TS,R HO,5,False,6,0.0e+00,3.0099679943140716,115.302739153,"[0.9208350000000001, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9618637768119606, 0.953543001877731, 1.9772792939731207, 103.8342301010155, 388.7171123266228, 81.96303865871268]"
TS,R HO,0,False,7,0.0e+00,1.49908649100185,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9722447757001806, -61.367843667343294, 2.573649096276031, 101.44072216227052, 101.23410354598553, 60.762318027245705]"
TS,R HO,5,False,3,0.0e+00,2.6998143054640527,115.302739153,"[1.017765, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9655056387983459, 1.0128684402608708, 0.731710883513062, 102.9387241592019, 117.20753075982098, 67.34457343563376]"
TS,R HO,10,True,28,2.5e-06,5.837252779623745,-0.9916582853229797,"[1.06623, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9608678036028447, 0.9610167740356088, 2.270784772647434, 104.2655329469153, 139.80292081616224, 116.00375592944084]"
TS,R HO,15,True,30,4.8e-06,10.343955242140137,-0.9916582853281037,"[1.114695, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9608678083576601, 0.9610167799798736, 2.2707843441938667, 104.26552969489981, 220.1966965720603, 63.995894554948535]"
TS,R HO,20,False,1,0.0e+00,15.801291747227008,115.302739153,"[1.16316, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.46779149515542373, 1.0341791734719203, 1.316263828799001, 99.38730935667901, 118.95564712160588, 69.36994638311651]"
TS,R HO,25,False,1,0.0e+00,21.898192520892728,115.302739153,"[1.2116250000000002, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[-0.12077094834301971, 1.0358677054971996, 1.3166592982649892, 98.42863416748467, 119.15272209660873, 69.96090954561919]"
TS,R OH',25,False,3,0.0e+00,49.821335289127326,115.302739153,"[0.9693, 0.7687499999999999, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9638269810968549, 0.9544848882312685, 2.0764785850126604, 104.11881618617252, 330.96826944278797, 98.81348836090464]"
TS,R OH',20,True,19,8.6e-06,27.974514153396292,-0.0020699959238415586,"[0.9693, 0.82, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9609578673055986, 0.9609578647271004, 19.981727869766285, 104.1474958082394, 180.74781158879318, 94.92426408539617]"
TS,R OH',15,False,4,0.0e+00,14.296609700064517,115.302739153,"[0.9693, 0.8712499999999999, 1.3536, 103.2989, 118.2898, 68.3691]","[0.969616682081735, -0.3955114960700674, 1.602560299552088, 101.54195603456216, 305.70530246777645, 120.83233128831216]"
TS,R OH',10,False,2,0.0e+00,6.4062028354104905,115.302739153,"[0.9693, 0.9224999999999999, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9637602661960981, 0.9300434900848513, 1.5575285851288618, 103.01024064871461, 294.3287473649217, 71.61186851573657]"
TS,R OH',5,False,2,0.0e+00,2.5620110786848334,115.302739153,"[0.9693, 0.9737499999999999, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9652420020346747, 0.9238773439788469, 1.6279682294992857, 102.79106066622924, -43.38203868904142, 69.56991354909555]"
TS,R OH',0,False,7,0.0e+00,1.49908649100185,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9722447757001806, -61.367843667343294, 2.573649096276031, 101.44072216227052, 101.23410354598553, 60.762318027245705]"
TS,R OH',5,True,26,8.7e-06,2.288899143850554,-0.9916582853317477,"[0.9693, 1.07625, 1.3536, 103.2989, 118.2898, 68.3691]","[0.960867802163059, 0.9610167775747135, 2.2707849689347293, 104.26553429476252, 139.8027887717149, 116.00375200396677]"
TS,R OH',10,False,50,5.2e+00,4.2235785096313725,-3.3017286562538155,"[0.9693, 1.1275, 1.3536, 103.2989, 118.2898, 68.3691]","[0.966282968972477, 0.9668778153618379, 2.306237559991126, 104.55076919257941, 70.05099878769954, 86.56708588652039]"
TS,R OH',15,False,2,0.0e+00,6.771713593448939,115.302739153,"[0.9693, 1.17875, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9702283053954437, 3.330761514235783, 1.8411349510702735, 91.62042774885145, 282.05469327005426, -98.1168246211003]"
TS,R OH',20,False,2,0.0e+00,9.634456493613955,115.302739153,"[0.9693, 1.23, 1.3536, 103.2989, 118.2898, 68.3691]","[0.967929497688558, 2.095360882017428, 2.0203812505396996, 93.6226198583242, 142.81538265241878, 31.03119630748853]"
TS,R OH',25,False,2,0.0e+00,12.437964066045936,115.302739153,"[0.9693, 1.28125, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9554626151401538, 5.654007534371585, 1.887676227296861, 80.98776443187501, 773.027841049938, 8.884725115922336]"
TS,R H'F,25,True,47,9.3e-06,20.62730143023869,-22.33746891934452,"[0.9693, 1.025, 1.0151999999999999, 103.2989, 118.2898, 68.3691]","[0.9728238190551725, 1.770068005934827, 0.9354249174122368, 108.64946502428339, 173.61576529211874, -0.00012044294385035444]"
TS,R H'F,20,False,3,0.0e+00,11.453880558810676,115.302739153,"[0.9693, 1.025, 1.0828799999999998, 103.2989, 118.2898, 68.3691]","[0.9579336977405611, 0.3335960594938612, 2.287896766347699, 100.01746578994931, 141.82148218079433, 116.35161924604748]"
TS,R H'F,15,False,3,0.0e+00,5.870876266246349,115.302739153,"[0.9693, 1.025, 1.1505599999999998, 103.2989, 118.2898, 68.3691]","[0.9762533691155035, 2.0199286561446175, 1.989900768483552, 93.74729842879924, 153.64909325330785, 42.90153327088639]"
TS,R H'F,10,False,50,7.0e+00,2.9586127984220574,-3.0166310734615362,"[0.9693, 1.025, 1.21824, 103.2989, 118.2898, 68.3691]","[0.9627536037607339, -0.9639689492693853, 2.1859149717809467, 75.78447491161924, 114.12357928102826, 87.4866548838561]"
TS,R H'F,5,False,4,0.0e+00,1.7625705962610976,115.302739153,"[0.9693, 1.025, 1.28592, 103.2989, 118.2898, 68.3691]","[0.9637845541329166, 0.9550351896921347, 1.9622577490517157, 103.9497352711249, 27.999792519447126, 81.97308520786272]"
TS,R H'F,0,False,7,0.0e+00,1.49908649100185,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9722447757001806, -61.367843667343294, 2.573649096276031, 101.44072216227052, 101.23410354598553, 60.762318027245705]"
TS,R H'F,5,False,2,0.0e+00,1.617708157624623,115.302739153,"[0.9693, 1.025, 1.4212799999999999, 103.2989, 118.2898, 68.3691]","[0.96352884694821, 0.9589103543818243, 2.0314891621919076, 103.76589815323699, -7.391180354846085, 77.89335144916683]"
TS,R H'F,10,False,3,0.0e+00,1.80309281291406,115.302739153,"[0.9693, 1.025, 1.4889599999999998, 103.2989, 118.2898, 68.3691]","[0.9630153509310637, 0.951923059788447, 1.9489712725485404, 103.68485902845023, 23.803420580141008, 80.18837503642496]"
TS,R H'F,15,False,1,0.0e+00,1.9190643500085374,115.302739153,"[0.9693, 1.025, 1.55664, 103.2989, 118.2898, 68.3691]","[0.9652058684827575, 0.9390434970483585, 1.6085018708717416, 103.00318482401867, 51.403993526433126, 71.25751286622783]"
TS,R H'F,20,False,1,0.0e+00,1.9372974757076253,115.302739153,"[0.9693, 1.025, 1.62432, 103.2989, 118.2898, 68.3691]","[0.96394624918806, 0.9273472567549815, 1.5940243530688976, 103.0034320764089, 369.5469093439208, 74.27961361362698]"
TS,R H'F,25,True,21,7.8e-06,1.8754658161699542,-1.0440066176752465,"[0.9693, 1.025, 1.692, 103.2989, 118.2898, 68.3691]","[0.9607944563089388, 0.9611942247255973, 2.2598558208044923, 104.32953512098268, 192.326362987312, 0.0005000380811589955]"
TS,θ HOH',25,False,3,0.0e+00,11.338528625846255,115.302739153,"[0.9693, 1.025, 1.3536, 77.474175, 118.2898, 68.3691]","[0.9780084324155711, 1.0870631549274297, 0.5955028981920033, 102.01629729128823, 127.18177543228684, 64.7057427692376]"
TS,θ HOH',20,False,4,0.0e+00,7.656152777753494,115.302739153,"[0.9693, 1.025, 1.3536, 82.63912, 118.2898, 68.3691]","[0.9770847468348969, 1.1548171383966437, -1.1270338899968577, 101.12694483532863, 134.12221882558094, 66.80508251489299]"
TS,θ HOH',15,True,19,5.4e-06,4.887789713628508,-16.151340740455634,"[0.9693, 1.025, 1.3536, 87.80406500000001, 118.2898, 68.3691]","[0.972818984454264, 22.53340743756413, 0.9223134185511818, 98.3421947332032, 136.12414636320608, 77.50722905521076]"
TS,θ HOH',10,True,49,7.5e-06,2.972996475365557,-22.337468919344754,"[0.9693, 1.025, 1.3536, 92.96901, 118.2898, 68.3691]","[0.9728238188152895, 1.7700680075596735, 0.9354249184992237, 108.64946828349971, 186.38423082608537, -179.99991696504918]"
TS,θ HOH',5,False,5,0.0e+00,1.8595103826713126,115.302739153,"[0.9693, 1.025, 1.3536, 98.133955, 118.2898, 68.3691]","[0.9699345519704198, 2.042553810495973, 1.904078011024119, 96.17287451064453, 6.973051241244164, 56.267208722035576]"
TS,θ HOH',0,False,7,0.0e+00,1.49908649100185,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9722447757001806, -61.367843667343294, 2.573649096276031, 101.44072216227052, 101.23410354598553, 60.762318027245705]"
TS,θ HOH',5,False,50,5.2e+00,1.8398732497534653,-3.3017291041679733,"[0.9693, 1.025, 1.3536, 108.463845, 118.2898, 68.3691]","[0.9662829512196349, 0.9668777859421238, 2.3062387299828386, 104.55076586174569, 70.05094447081805, 86.56708549731054]"
TS,θ HOH',10,True,25,7.8e-06,2.8179733527130835,-0.00207000200204625,"[0.9693, 1.025, 1.3536, 113.62879000000001, 118.2898, 68.3691]","[0.9609578760165933, 0.9609578671548172, 19.571987065902444, 104.14749609858706, 543.2273502427813, -180.20715850471072]"
TS,θ HOH',15,False,4,0.0e+00,4.3512571493673,115.302739153,"[0.9693, 1.025, 1.3536, 118.793735, 118.2898, 68.3691]","[0.9735237271894382, 2.105486362773694, 11.93127406763618, 89.4286640927556, 112.23164405503458, 65.21931640796399]"
TS,θ HOH',20,False,4,0.0e+00,6.338855046164771,115.302739153,"[0.9693, 1.025, 1.3536, 123.95868, 118.2898, 68.3691]","[0.9584080540852257, 0.6163280529568177, 1.3794801031732662, 100.45657491306348, 133.530050864547, 116.73540921366948]"
TS,θ HOH',25,True,45,8.4e-06,8.669226470204945,-22.337468919344225,"[0.9693, 1.025, 1.3536, 129.123625, 118.2898, 68.3691]","[0.9728238199730885, 1.7700680045135804, 0.9354249180108666, 108.64946322148148, 186.3842300975991, 180.00017074426285]"
TS,θ OH'F,25,False,2,0.0e+00,20.949017772563288,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 88.71735, 68.3691]","[0.9679743127158692, 0.5748405371157013, 1.8877094019730425, 100.68686938212079, 95.00875209360066, 70.3592087417307]"
TS,θ OH'F,20,True,25,5.8e-06,11.284046673064632,-0.0020700077520612293,"[0.9693, 1.025, 1.3536, 103.2989, 94.63184, 68.3691]","[0.9609578677285268, 0.960957867579783, 19.29924281142489, 104.14749557167364, 184.2092869446392, 473.0136527065271]"
TS,θ OH'F,15,True,29,5.7e-06,5.857527511455571,-0.991658285321826,"[0.9693, 1.025, 1.3536, 103.2989, 100.54633, 68.3691]","[0.960867801850972, 0.9610167772638013, 2.2707849673482814, 104.2655342582512, 220.19714984628405, 63.99599617504592]"
TS,θ OH'F,10,False,4,0.0e+00,3.049533195892514,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 106.46082, 68.3691]","[0.9625926751295629, 0.9540749639556289, 1.9753546144020289, 103.87898606893033, 367.4202786144718, 82.36536384940571]"
TS,θ OH'F,5,True,29,4.3e-06,1.813429483409419,-0.9916582853299164,"[0.9693, 1.025, 1.3536, 103.2989, 112.37531, 68.3691]","[0.960867802619688, 0.9610167736644516, 2.270784886511239, 104.26553369806521, -139.80281112656638, 63.99624454636565]"
TS,θ OH'F,0,False,7,0.0e+00,1.49908649100185,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9722447757001806, -61.367843667343294, 2.573649096276031, 101.44072216227052, 101.23410354598553, 60.762318027245705]"
TS,θ OH'F,5,False,3,0.0e+00,1.711384310549245,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 124.20429, 68.3691]","[0.9608291346627477, 0.9697306372284099, -0.24979270048307756, 104.83640893859987, 147.06404211633517, 106.34815283733577]"
TS,θ OH'F,10,False,50,8.5e+00,2.2141695948076894,-2.9569645851025155,"[0.9693, 1.025, 1.3536, 103.2989, 130.11878000000002, 68.3691]","[0.9626869146426871, 0.9621070389122671, 2.1802559892298667, 104.17137368936461, 65.73741568626488, 87.43114480414009]"
TS,θ OH'F,15,False,50,8.2e+00,2.8692436790465217,-2.982155752096961,"[0.9693, 1.025, 1.3536, 103.2989, 136.03327000000002, 68.3691]","[0.9627170597429914, 0.962147754378617, 2.182160020056696, 104.17422795620914, -65.83430104168129, 92.56887237419511]"
TS,θ OH'F,20,False,1,0.0e+00,3.5971206354047474,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 141.94776000000002, 68.3691]","[0.9676288747579043, 1.002206110410063, 1.4799712210992828, 103.61660604291077, -47.04694451032296, 60.3889925568005]"
TS,θ OH'F,25,True,26,3.7e-06,4.349561723650726,-0.9916582853263883,"[0.9693, 1.025, 1.3536, 103.2989, 147.86225, 68.3691]","[0.9608678066527954, 0.961016783412617, 2.2707845133351645, 104.26553097819024, 580.1967096733116, 63.99564127034083]"
TS,φ HOH'F,25,False,3,0.0e+00,2.0314348460486444,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 51.276825]","[0.9637856208826525, 0.9593063549871336, 2.033627224998637, 103.7506846401179, 31.459628630336624, 77.2859615014371]"
TS,φ HOH'F,20,True,27,5.6e-06,1.841207161205367,-0.9916582853189773,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 54.695280000000004]","[0.9608678042140868, 0.9610167675062152, 2.2707846563540364, 104.265532325316, 139.80292902075615, 116.00326580225426]"
TS,φ HOH'F,15,True,22,5.2e-06,1.6920033348410641,-0.0020700007922293344,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 58.113735000000005]","[0.9609578730453392, 0.9609578739964701, -19.641384919653333, 104.14749670517064, -1.5108194153520422, 5.047553224570085]"
TS,φ HOH'F,10,False,5,0.0e+00,1.584923013418791,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 61.53219]","[0.9697755403772623, 2.0604403651103596, 1.938806876008317, 95.67656509005661, 61.92518036893859, 58.73629548733955]"
TS,φ HOH'F,5,False,6,0.0e+00,1.5205544985953172,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 64.95064500000001]","[0.9632575398446374, 0.9541921717383335, 1.9752140026493807, 103.91204858122798, 365.00271845474526, 82.42819984832387]"
TS,φ HOH'F,0,False,7,0.0e+00,1.49908649100185,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9722447757001806, -61.367843667343294, 2.573649096276031, 101.44072216227052, 101.23410354598553, 60.762318027245705]"
TS,φ HOH'F,5,False,5,0.0e+00,1.520400838708718,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 71.787555]","[0.9714293658466714, 0.6630040972081956, 1.6487437975875208, 101.61040424838066, 96.05684356856858, 61.17924910778696]"
TS,φ HOH'F,10,False,6,0.0e+00,1.58415090998235,115.302739153,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 75.20601]","[0.9582478339606704, 0.4498093584052333, 1.6099909494183022, 100.42909294189207, 155.9036396973281, 94.83929124669048]"
TS,φ HOH'F,15,False,50,5.2e+00,1.689826944958573,-3.301727274200479,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 78.624465]","[0.9662829431192815, 0.9668778021350211, 2.306235207095077, 104.55076725237824, 70.05113595436131, 86.56701619491729]"
TS,φ HOH'F,20,True,20,9.2e-06,1.8368066058971437,-0.0020700191507212386,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 82.04292000000001]","[0.9609578767152208, 0.9609578752606177, 18.906453521988745, 104.14749641079638, 182.78933634603763, 562.2339347865626]"
TS,φ HOH'F,25,False,50,8.5e+00,2.0243878600262444,-2.9569398723996745,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 85.461375]","[0.9626869088769208, 0.9621070166861625, 2.1802558160920524, 104.17137260042794, 65.73723506747405, 87.4311511899299]"
P-vdW (HO--HF),R HO,25,True,39,8.7e-06,39.806352749736305,-22.33746891934363,"[0.7296, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238195821525, 1.7700680057087352, 0.9354249178483836, 108.64946764693705, 173.61576708695398, 0.000269668310066364]"
P-vdW (HO--HF),R HO,20,True,39,7.2e-06,12.332951097943809,-22.3374689193417,"[0.77824, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238190875051, 1.770068013023354, 0.9354249186205023, 108.64946969578169, 173.61576666226355, 0.0004631022732130728]"
P-vdW (HO--HF),R HO,15,True,37,8.0e-06,-5.251441353129169,-22.337468919342076,"[0.82688, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238195609423, 1.7700680091846532, 0.935424918049297, 108.64946930826055, 173.61577008671057, -0.0004402565703855477]"
P-vdW (HO--HF),R HO,10,True,38,8.6e-06,-15.648320179149104,-22.337468919344115,"[0.87552, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238182374717, 1.7700680692063169, 0.935424928702068, 108.64946425450157, 173.61576955459594, -0.0002131409893336273]"
P-vdW (HO--HF),R HO,5,True,37,8.8e-06,-20.856086835444792,-22.33746891934397,"[0.92416, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238190100738, 1.7700680028592775, 0.9354249177776794, 108.64946745115228, 173.6157682351783, 0.00023169213008397878]"
P-vdW (HO--HF),R HO,0,True,24,7.5e-06,-22.337467968423528,-22.337468919344637,"[0.9728, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238195781549, 1.7700680123438142, 0.9354249184497885, 108.64946312934414, 173.61576778937348, 0.00011430918538865706]"
P-vdW (HO--HF),R HO,5,True,38,7.9e-06,-21.16094068632084,-22.337468919344637,"[1.02144, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238194192439, 1.770068011372622, 0.9354249180922045, 108.6494680751941, 173.61576845438952, -0.00011785833842468116]"
P-vdW (HO--HF),R HO,10,True,40,7.6e-06,-18.108619748042756,-22.33746891934448,"[1.07008, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238194416584, 1.7700680101489836, 0.9354249184812292, 108.64946756598765, 173.61576718262708, 5.905431790404696e-05]"
P-vdW (HO--HF),R HO,15,True,42,7.8e-06,-13.75577408777017,-22.337468919343138,"[1.11872, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238195390879, 1.7700680081461697, 0.9354249182218242, 108.64947057085598, 173.61577110412114, 0.0003519411973034401]"
P-vdW (HO--HF),R HO,20,False,1,0.0e+00,-8.528545422650927,115.302739153,"[1.16736, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.3106244561485385, 1.7639518703464563, 0.9350380274433758, 101.41945823823686, 175.97287980922493, 6.428677452871567e-05]"
P-vdW (HO--HF),R HO,25,True,42,7.8e-06,-2.7453906838208644,-22.33746891934469,"[1.216, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[-0.9728238187730106, 1.770068067202063, 0.935424928038937, 71.35053782443221, 186.3842270496838, 5.5286982450305664e-06]"
P-vdW (HO--HF),R OH',25,True,46,7.3e-06,-13.514771004988736,-22.337468919344392,"[0.9728, 1.3275000000000001, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238191503478, 1.7700680102257662, 0.9354249184783164, 108.64946763463097, 173.61577075103517, -0.0001679324959279235]"
P-vdW (HO--HF),R OH',20,True,44,2.7e-06,-17.57519162712749,-22.337468919344715,"[0.9728, 1.416, 0.9354, 108.6504, 173.6165, -0.0737]","[0.972823818695261, 1.7700680411756544, 0.9354249251552587, 108.6494679386572, 173.61576895094902, -2.051022312418943e-05]"
P-vdW (HO--HF),R OH',15,True,42,9.0e-06,-20.066918121492407,-22.337468919344182,"[0.9728, 1.5045, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238198200687, 1.7700680011080152, 0.935424917834635, 108.64946733325714, 173.61576657489488, 0.0001981744945888047]"
P-vdW (HO--HF),R OH',10,True,42,7.5e-06,-21.48106050845065,-22.337468919344023,"[0.9728, 1.593, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238185628314, 1.7700680115214922, 0.9354249182637969, 108.64946521629315, 173.61577174912267, 0.0002545107587071745]"
P-vdW (HO--HF),R OH',5,True,41,8.0e-06,-22.156241521146065,-22.337468919344687,"[0.9728, 1.6815, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238188679804, 1.770068066158505, 0.9354249281089884, 108.64946800622533, 173.61577339052565, -6.636827035300412e-05]"
P-vdW (HO--HF),R OH',0,True,24,7.5e-06,-22.337467968423528,-22.337468919344637,"[0.9728, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238195781549, 1.7700680123438142, 0.9354249184497885, 108.64946312934414, 173.61576778937348, 0.00011430918538865706]"
P-vdW (HO--HF),R OH',5,True,35,9.8e-06,-22.209731994646596,-22.337468919344687,"[0.9728, 1.8585, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238181166295, 1.7700680715244757, 0.9354249293057061, 108.64946575858859, 173.61577325392543, 8.361769630691523e-05]"
P-vdW (HO--HF),R OH',10,True,43,8.1e-06,-21.906494870136818,-22.33746891934461,"[0.9728, 1.947, 0.9354, 108.6504, 173.6165, -0.0737]","[0.972823819786764, 1.77006800860398, 0.9354249184038949, 108.64946677160002, 173.61576427474603, 9.269285317714155e-05]"
P-vdW (HO--HF),R OH',15,False,1,0.0e+00,-21.515950693218578,115.302739153,"[0.9728, 2.0355, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9731639720035379, -0.5958166280268249, 0.9249861626197257, 109.77361128233196, 169.52290872776558, 0.0001477676522651239]"
P-vdW (HO--HF),R OH',20,True,14,6.1e-06,-21.091621353303495,-16.151340815744362,"[0.9728, 2.124, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728189865382286, 20.10395106168282, 0.9223134136080542, 180.7700488338715, 180.97911038004727, 0.5239348553685381]"
P-vdW (HO--HF),R OH',25,True,15,7.0e-06,-20.66386228966368,-16.151341023769508,"[0.9728, 2.2125, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728189893831172, 18.75231502123172, 0.9223134128077665, 180.20214596979346, 181.7855400005605, -0.24765634775707038]"
P-vdW (HO--HF),R H'F,25,True,43,8.8e-06,41.28329509649011,-22.337468919343323,"[0.9728, 1.77, 0.70155, 108.6504, 173.6165, -0.0737]","[0.9728238188972825, 1.770068008225219, 0.9354249175391802, 108.64946651737654, 173.61576728059478, -0.00033088324725212304]"
P-vdW (HO--HF),R H'F,20,True,43,6.7e-06,13.208380330362612,-22.33746891934468,"[0.9728, 1.77, 0.74832, 108.6504, 173.6165, -0.0737]","[0.9728238183984371, 1.770068058927304, 0.9354249277192049, 108.64946692464272, 173.61576647811313, 0.000107921951384184]"
P-vdW (HO--HF),R H'F,15,True,45,8.3e-06,-4.758088119302614,-22.337468919344495,"[0.9728, 1.77, 0.79509, 108.6504, 173.6165, -0.0737]","[0.972823818397785, 1.7700680714086952, 0.9354249283469567, 108.64946352845833, 173.61576954444308, -0.00015680726011187748]"
P-vdW (HO--HF),R H'F,10,True,44,8.2e-06,-15.41862138800433,-22.337468919344758,"[0.9728, 1.77, 0.84186, 108.6504, 173.6165, -0.0737]","[0.9728238196106576, 1.7700680107692242, 0.9354249179493141, 108.64946557427491, 173.6157685645199, -3.910152099095192e-05]"
P-vdW (HO--HF),R H'F,5,True,44,7.9e-06,-20.795397255523607,-22.337468919341884,"[0.9728, 1.77, 0.88863, 108.6504, 173.6165, -0.0737]","[0.9728238185872851, 1.7700680085002223, 0.9354249182423474, 108.64946846558242, 173.61576791211502, 0.00044145688594355784]"
P-vdW (HO--HF),R H'F,0,True,24,7.5e-06,-22.337467968423528,-22.337468919344637,"[0.9728, 1.77, 0.9354, 108.6504, 173.6165, -0.0737]","[0.9728238195781549, 1.7700680123438142, 0.9354249184497885, 108.64946312934414, 173.61576778937348, 0.00011430918538865706]"
P-vdW (HO--HF),R H'F,5,True,44,9.0e-06,-21.09766492343489,-22.33746891934459,"[0.9728, 1.77, 0.98217, 108.6504, 173.6165, -0.0737]","[0.9728238185368201, 1.7700680717889457, 0.9354249288941349, 108.64946247310975, 173.61577048268427, 0.00011379652946202104]"
P-vdW (HO--HF),R H'F,10,True,42,9.1e-06,-17.85753065913552,-22.337468919344772,"[0.9728, 1.77, 1.02894, 108.6504, 173.6165, -0.0737]","[0.9728238190636642, 1.770068004216667, 0.9354249173999007, 108.64946505300041, 173.6157702739335, 8.247611154367691e-06]"
P-vdW (HO--HF),R H'F,15,False,1,0.0e+00,-13.20947194546166,115.302739153,"[0.9728, 1.77, 1.07571, 108.6504, 173.6165, -0.0737]","[0.9742851812948833, 1.2252721109149318, 0.6625338191652852, 107.96338588165295, 171.51939697485363, -0.00012936274745917187]"
P-vdW (HO--HF),R H'F,20,False,1,0.0e+00,-7.609255156575351,115.302739153,"[0.9728, 1.77, 1.12248, 108.6504, 173.6165, -0.0737]","[0.974948269066777, 0.09174336140929129, 0.25934539256896316, 107.40425649697941, 170.85423433566953, 0.00013283390900563352]"
P-vdW (HO--HF),R H'F,25,False,2,0.0e+00,-1.4091133198425192,115.302739153,"[0.9728, 1.77, 1.16925, 108.6504, 173.6165, -0.0737]","[0.9714246687273146, 8.152146157267488, -0.6630121010415321, 154.76188898535145, 158.66487072940126, 0.0006415444519820797]"
P-vdW (HO--HF),θ HOH',25,True,37,7.7e-06,-20.67790607090172,-22.33746891934461,"[0.9728, 1.77, 0.9354, 81.48780000000001, 173.6165, -0.0737]","[0.9728238194428973, 1.7700680651024885, 0.9354249284456505, 108.64946251203423, 173.615764708869, 3.5445235412324234e-05]"
P-vdW (HO--HF),θ HOH',20,True,33,8.4e-06,-21.308088224117203,-22.33746891934423,"[0.9728, 1.77, 0.9354, 86.92032, 173.6165, -0.0737]","[0.972823818754393, 1.7700680697384852, 0.9354249284384163, 108.64946675948902, 173.61577006278804, 0.00016615498897374655]"
